Duns,BusinessName,DbaName,City,State,Phone,CompanyEmail,WebSite,LastVerified,ExpirationDate,Address,County,Zip,ZipSuffix,BusinessType,YearEstablished,CageCode,PurchaseCard,SDVOSB,WOSB,MOSB,Sb8A,HubZone,Employees,VeteranEmployees,OperatingLocations,AnnualRevenue,LargestContract,BondingLevel,Aggregate,FaxNumber,Naics,Fsc,Psc,GeographicalServiceArea,CommercialContracts,DodContracts,FSS,LastModified,MentorProtege,JointVenture
010985852,Davlin Development. LLC,,Snellville,GA,6793911964,rdavis1755@aol.com,,6/29/2015 12:00:00 AM,6/29/2017 12:00:00 AM,3430 Imperial Hill Drive,Gwinnett,30039,7118,Limited Liability Company (LLC),2010.0,,No,Yes,No,Yes,No,No,2.0,,1.0,,,,,5097537630,"541310, 541330, 541990, 561110, 812990",,,"AL, DC, FL, GA, LA, MD, SC",No,No,No,6/29/2015 11:49:43 AM,No,No
788184013,"DAVOCO, LLC",,Rome,NY,3156288205,joe@davoco.com,http://www.davoco.com/,6/17/2015 12:00:00 AM,6/17/2017 12:00:00 AM,7776 MagArchie Lane,Oneida,13440,,Limited Liability Company (LLC),2006.0,4LTL7,Yes,Yes,No,No,No,No,2.0,,1.0,,,,,,423420,"1220, 1260, 7021, 7022, 7025, 7030, 7035, 7045, 7050",,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY",No,No,No,9/16/2015 12:18:39 PM,No,No
834957144,"Dawson Contracting, Inc ",Ashley Heights Sand,Fayetteville,NC,9108180290,ashleyheightsand@aol.com,,2/11/2016 12:00:00 AM,2/11/2018 12:00:00 AM,1216 Lands End Drive<br>101 Reservation Road,Cumberland,28304,5908,Sub Chapter S Corporation (Inc. or Ltd.),1994.0,03UA0,No,Yes,No,No,No,No,4.0,,1.0,,,,,9108649866,212321,,,NC,Yes,Yes,No,2/11/2016 1:26:55 PM,No,No
079610745,"DAX Primary, LLC",,King George,VA,5409221124,dklaus@daxprimary.com,https://www.daxprimary.com,1/15/2015 6:21:02 PM,1/15/2017 6:21:01 PM,6136 Hobart Cir.,King George,22485,,Limited Liability Company (LLC),2014.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,8885103985,"518210, 541511, 541512, 541513",,,"DC, MD, VA",No,No,No,2/9/2015 1:26:46 PM,No,No
834213188,Dax Safety &amp; Staffing Solutions LLC,,Smithville,MO,8169359137,jeff@daxsafety.com,www.daxsafety.com,10/28/2015 12:00:00 AM,10/28/2017 12:00:00 AM,3219 NE 153rd Ter,Clay,64089,,Limited Liability Company (LLC),2009.0,60Q13,Yes,Yes,No,No,No,No,1.0,,1.0,,,,,8169359137,561320,,,XX,Yes,No,No,10/28/2015 8:17:01 AM,No,No
078444058,"DAYKAM Management Consultants, LLC",,Streetsboro,OH,2343801246,jdaniels@daykam.com,daykam.com,4/27/2016 12:00:00 AM,4/27/2018 12:00:00 AM,760 Bridgeport Avenue<br>Suite 208,Portage,44241,4050,Limited Liability Company (LLC),2011.0,6R0W4,Yes,Yes,No,No,No,No,5.0,,1.0,,,,,2343801246,"541511, 541513, 541519, 541611, 541612, 541613, 611420, 611430, 611710",,,OH,No,No,No,4/27/2016 1:51:30 PM,No,No
829414619,DayOne Systems LLC,,Port Allegany,PA,8145980733,bob.briggs@dayonesystems.com,http://www.dayonesystems.com,5/21/2015 12:00:00 AM,5/21/2017 12:00:00 AM,63 N. Main St. STE 1,Mckean,16743,,Limited Liability Company (LLC),2008.0,5ATX3,No,Yes,No,No,No,No,4.0,,2.0,,,,,,"541511, 541512, 541519, 541611",,,"NY, PA, VA, XX",No,No,No,5/21/2015 11:17:14 AM,No,No
147347160,"DBC Design Group, LLC",,Valrico,FL,8137162081,dbc@dbcdesigngroup.com,www.dbcdesigngroup.com,4/25/2016 12:00:00 AM,4/25/2018 12:00:00 AM,1839 South Ridge Drive,Hillsborough,33594,,Limited Liability Company (LLC),2001.0,,Yes,No,No,Yes,No,No,1.0,,1.0,,,,,,"541310, 541330, 541340, 541430, 541490","5670, 6675, 7650","C116, C211, C212","FL, GA, HI, PR, VI",No,No,No,4/25/2016 10:55:50 AM,No,No
020850186,"DBP, Inc",,Detroit,MI,3132868000,rlwilliams@dbp1.com,,12/9/2015 12:00:00 AM,12/9/2017 12:00:00 AM,12801 Auburn Street,Wayne,48223,,C Corporation (Inc. or Ltd.),1968.0,1Y8Y9,No,Yes,No,No,No,No,27.0,,1.0,,,,,2483983953,"518210, 519130, 519190, 541330, 541370, 541511, 541512, 541513, 541519, 561210, 561311, 561312, 561320, 561410",,,XX,Yes,No,No,12/9/2015 12:49:31 PM,No,No
079219222,"DBR INVESTMENT GROUP, LLC",,Saucier,MS,5593954240,DBR2045@YMAIL.COM,,11/3/2014 12:00:00 AM,11/3/2016 12:00:00 AM,13021 Bethel Road,Harrison,39574,,Limited Liability Company (LLC),2011.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,5593954240,"236115, 531311",,,MS,No,No,No,7/6/2016 12:25:40 PM,No,No
079141663,dBxEnergyConsultants LLC,,Lake City,CO,9709464464,dcbooher1@gmail.com,dBxEnergyConsultants.com,8/24/2015 12:00:00 AM,8/24/2017 12:00:00 AM,1655 Red Mountain Dr,Hinsdale,81235,1256,Limited Liability Company (LLC),2013.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"541611, 541613, 541618, 541620, 541690",,,XX,No,No,No,8/24/2015 1:36:02 PM,No,No
080020768,DC Builders A Partnership,,Norco,CA,9103825594,David.cho2336@gmail.com,,9/20/2016 12:00:00 AM,9/20/2018 12:00:00 AM,262 Wyatt Circle,Riverside,92860,,General Partnership,2015.0,7HC83,Yes,Yes,No,Yes,No,No,2.0,,1.0,,,,,7605572057,"236115, 236117, 236118, 238130, 238140, 238210, 238220, 238310, 238320, 238330, 238340, 238350, 238390",,,CA,No,No,No,9/20/2016 1:47:02 PM,No,No
080012593,DC Contracting Group LLC,,zephyrhills,FL,8133686370,carolyn.dragseth@lawyer.com,dc-contractinggroup.org,3/16/2016 12:00:00 AM,3/16/2018 12:00:00 AM,131 w county line road,Pasco,33540,,Limited Liability Company (LLC),2015.0,7GV00,Yes,Yes,Yes,Yes,No,No,1.0,,2.0,,,,,,"236220, 541611, 541618",,,"DC, FL",No,No,No,9/12/2016 4:08:20 PM,No,No
078281908,DCCH Construction Inc.,,Midwest City,OK,4055681414,dcchconstruction@att.net,www.dcchconstruction.com,4/11/2016 12:00:00 AM,4/11/2018 12:00:00 AM,777 N Air Depot Blvd. Apt 910,Oklahoma,73084,,C Corporation (Inc. or Ltd.),2011.0,6RNW9,No,Yes,No,Yes,No,No,3.0,,1.0,,,,,,"221310, 236115, 236116, 236118, 236210, 237110, 237130, 238130, 238140, 238160, 238190, 238310, 238320, 238330, 238340, 561720, 561730",,,"AR, GA, KS, NC, OK, SC, TX",Yes,No,No,4/13/2016 12:39:08 PM,No,No
613021836,"DCMS, Inc",,Vicksburg,MS,6015014373,wayne.procell@dcmsgov.com,www.dcmsgov.com,3/31/2015 1:18:19 PM,3/31/2017 1:18:18 PM,3514 Manor Drive,Warren,39180,5693,Sub Chapter S Corporation (Inc. or Ltd.),2005.0,488W8,Yes,Yes,No,No,Yes,Yes,5.0,,3.0,,,,,6015109492,"212321, 236220, 237310, 237990, 238910, 238990, 541330, 541620, 561210, 561320, 561612, 561730, 562910, 811111",,,"AL, AR, CO, FL, LA, MS, TN, WY",No,Yes,No,11/5/2015 2:20:58 PM,No,No
556572480,"DCS Infrastructure, LLC.",,Port Jefferson,NY,6313201706,dstout@dcsllc.info,www.DCSLLC.info,8/31/2016 12:00:00 AM,8/31/2018 12:00:00 AM,12 Elm Street,Suffolk,11777,,Limited Liability Company (LLC),2005.0,8A3U0,No,Yes,No,No,No,No,16.0,,2.0,,,,,,"221310, 236220, 238210, 238910, 541310, 541320, 541330, 541370, 541620",,,XX,No,No,No,8/31/2016 12:31:41 PM,No,No
079516463,DDCues LLC,,Cornwall,NY,9292602837,Info@DDCues.com,www.DDCues.com,1/20/2016 12:00:00 AM,1/20/2018 12:00:00 AM,4 Pine Ridge Road,Orange,12518,,Limited Liability Company (LLC),2014.0,7F3H1,No,Yes,No,No,No,No,1.0,,1.0,,,,,0000000000,541611,,,XX,No,Yes,No,1/20/2016 12:20:42 PM,No,No
142348353,DDD EROSION CONTROL INC,,ASHBURN,GA,2295670751,ddderosion@windstream.net,www.3derosion.com,12/29/2014 12:00:00 AM,12/29/2016 12:00:00 AM,PO BOX 694,Turner,31714,,Sub Chapter S Corporation (Inc. or Ltd.),2002.0,     ,No,No,No,No,No,No,18.0,,1.0,,,,,2295670752,"313230, 313310, 314999, 423390, 424310, 424990","1080, 1670, 5640, 7230",,"GA, XX",No,No,No,8/29/2016 12:35:51 PM,No,No
144993156,DDG INC,,Fredericksburg,VA,5406215999,jpwilder@ddgincorporated.com,ddgincorporated.com,8/11/2015 12:00:00 AM,8/11/2017 12:00:00 AM,1285 Central Park Blvd.,Spotsylvania,22401,,Sub Chapter S Corporation (Inc. or Ltd.),2003.0,3T7G6,Yes,Yes,No,No,No,No,5.0,,1.0,,,,,0384261917,"238390, 337214, 423210, 423450, 541420, 541611, 541614",7195,"J071, N071, R408, R706, R799",XX,No,No,Yes,2/25/2016 12:32:45 PM,No,No
078780435,ddvActions LLC,,Jefferson Hills,PA,7245160421,vesely156@comcast.net,,4/22/2015 1:27:52 PM,4/22/2017 1:27:52 PM,156 Cassia Dr,Allegheny,15025,,Limited Liability Company (LLC),2013.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"541511, 541512, 541513, 541519, 541611, 541612",,,PA,No,No,No,4/22/2015 1:27:52 PM,No,No
092200138,"De Prizio Paving and Construction Company, Inc",,Chelsea,MA,6178841802,ldeprizio@verizon.net,www.depriziogarofano.com,9/2/2016 12:00:00 AM,9/2/2018 12:00:00 AM,"248 Everett Ave,",Suffolk,02150,,C Corporation (Inc. or Ltd.),1977.0,1jan8,No,Yes,No,No,No,No,8.0,,1.0,,,,,6178842506,"236116, 236118, 236210, 236220, 237110, 237120, 237130, 237210, 237310, 237990, 238110, 238190, 238390, 238910, 238990","3805, 3810, 3815, 3820, 3825, 3830, 3835, 3895","P200, P300, P400, P500, P999, S205, S221, W038, Z111","CT, MA, ME, NH, RI, VT",No,No,No,9/2/2016 2:48:07 PM,No,No
798776175,Dean Schamore Inc.,,HARDINSBURG,KY,2707561222,dean.schamore@webdcplus.com,www.WEBDCPLUS.COM,3/26/2015 1:30:52 PM,3/26/2017 1:30:52 PM,120 BALLPARK RD,Breckinridge,40143,4860,Sub Chapter S Corporation (Inc. or Ltd.),1993.0,01YB0,Yes,Yes,No,No,No,Yes,9.0,,2.0,,,,,2707561964,"334111, 339950, 541511, 541513, 541519, 811212",9905,,KY,No,No,No,3/26/2015 1:30:52 PM,No,No
029899735,Deborgem Enterprises Incorporated,,Spotsylvania,VA,8663969597,robert.johnson@deborgem.com,www.deborgem.com,8/12/2015 12:00:00 AM,8/12/2017 12:00:00 AM,6380 Jefferson Davis Hwy<br>Suite 308,Spotsylvania,22551,,Sub Chapter S Corporation (Inc. or Ltd.),2012.0,6XU66,No,Yes,No,No,No,No,3.0,,1.0,30000.0,24000.0,500000.0,1000000.0,8663969597,"238210, 423430, 518210, 541511, 541512, 541513",,,XX,Yes,No,No,8/12/2015 10:11:10 AM,No,No
020832957,Debra Griffin,Touchstone Training,Satellite Beach,FL,3214284198,debra.griffin@touchstonetraining.info,www.touchstonetraining.info,2/8/2016 12:00:00 AM,2/8/2018 12:00:00 AM,782 Ocean Drive,Brevard,32937,,Sole Proprietorship,2015.0,1TZ68,No,Yes,Yes,No,No,No,1.0,,1.0,,,,,,611430,,"AF16, B542, U008, U009, U099",,No,No,No,2/8/2016 12:48:34 PM,No,No
078886450,"DeBusk, Alan Clayton",ACD Associates,Maryville,TN,8659848277,acdebusk@acdassociates.com,acdassociates.com,8/19/2015 12:00:00 AM,8/19/2017 12:00:00 AM,709 Columbus St.,Blount,37804,,Sole Proprietorship,2013.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,541618,,,TN,No,No,No,8/19/2015 12:13:03 PM,No,No
805475659,"DECATUR CONSTRUCTION, INC.",,NEW BRAUNFELS,TX,8306246541,decaturconstruction@gmail.com,,6/2/2015 12:00:00 AM,6/2/2017 12:00:00 AM,"301 Main Plaza, Suite 304",Comal,78130,,Sub Chapter S Corporation (Inc. or Ltd.),2007.0,4ULR1,No,Yes,No,No,No,No,20.0,,1.0,,,,,8306089767,"236220, 237310, 237990, 238110, 238910","2230, 3805, 3895, 5610, 5620, 5630, 5660, 5680",,TX,No,No,No,3/29/2016 10:39:27 AM,No,No
962762477,"Deceris, LLC",,Woodbridge,VA,7036706877,ben.mceachin@deceris.com,www.deceris.com,3/11/2015 12:17:11 PM,3/11/2017 12:17:11 PM,13284 Osage Drive,Prince William,22193,3978,Limited Liability Company (LLC),2010.0,61PV6,No,Yes,No,No,No,No,2.0,,1.0,,,,,,"518210, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541990, 561110, 561210, 561320, 561421, 611420, 611430, 611710, 621999",,,XX,No,No,Yes,3/11/2015 12:17:11 PM,No,No
079410724,"DECISIVE EDGE, LLC",,Round Hill,VA,5406800898,dam@decisiveedgesolutions.com,,6/16/2016 12:00:00 AM,6/16/2018 12:00:00 AM,35361 Paxson Rd,Loudoun,20141,2543,Limited Liability Company (LLC),2013.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,541611,,,XX,No,No,No,6/16/2016 3:01:33 PM,No,No
078578658,"Decker, Brian",Decker Design,Raleigh,NC,9196236827,deckerdesign.energy@gmail.com,,12/9/2014 12:00:00 AM,12/9/2016 12:00:00 AM,7105 Mill Ridge RD.,Wake,27613,,Sole Proprietorship,2012.0,     ,No,Yes,No,No,No,No,1.0,,1.0,,,,,,541310,,,"AL, GA, KY, NC, SC, TN, WV",No,No,No,8/17/2016 11:12:26 AM,No,No
607086691,"DeComp Composites, Inc.",,CLEVELAND,OK,9183585881,email@decomp.com,http://www.decomp.com,12/24/2015 12:00:00 AM,12/24/2017 12:00:00 AM,1519 EASTGATE DRIVE,Pawnee,74020,9541,Sub Chapter S Corporation (Inc. or Ltd.),1987.0,0MAH3,No,No,No,No,No,Yes,6.0,,1.0,,,,,9183583750,424610,,,"AL, AR, AZ, CA, FL, GA, KS, KY, MO, OK, PA, UT",No,No,No,12/24/2015 11:11:38 AM,No,No
058961895,Dedman Connect,,Lancaster,CA,6618395719,RUBEN@DEDCONN.COM,WWW.DEDCONN.COM,5/19/2016 12:00:00 AM,5/19/2018 12:00:00 AM,1732 W Jackman St,Los Angeles,93534,,Sole Proprietorship,2014.0,,No,Yes,No,Yes,No,No,1.0,,1.0,,,,,6615233370,"541512, 541519",,,CA,No,No,No,5/19/2016 2:19:54 PM,No,No
079488944,deedan supplies and services llc,,san antonio,TX,2103934798,info@deedanllc.com,,3/4/2015 2:21:21 PM,3/4/2017 2:21:21 PM,113 grand oak,Bexar,78232,,Limited Liability Company (LLC),2014.0,78y74,No,Yes,No,No,No,No,1.0,,1.0,,,,,8775444976,"238130, 238160, 238330, 238350, 238990, 423450, 541618",,,TX,No,No,No,4/1/2015 10:57:41 AM,No,No
967689915,"Deep South Heavy Equipment Parts, LLC",,Petal,MS,6013250724,deepsouthhep@hotmail.com,www.deepsouthhep.com,3/11/2015 12:56:35 PM,3/11/2017 12:56:35 PM,129 Green Bay Drive,Forrest,39465,,Limited Liability Company (LLC),2011.0,6BLQ0,Yes,Yes,No,No,No,No,2.0,,1.0,,,,,6013367460,"332111, 811310",,,XX,No,Yes,No,3/31/2015 5:57:32 PM,No,No
078427731,"Deer Mountain-Baker, Inc.",,Rockford,MI,2064346886,george@aerodmb.com,,5/12/2016 12:00:00 AM,5/12/2018 12:00:00 AM,9353 Parmeter Ave NE,Kent,49341,8570,Sub Chapter S Corporation (Inc. or Ltd.),2006.0,7HZ56,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"313310, 313320, 316998, 331315, 332710, 332721, 334511, 334519, 335991, 336412, 336413, 339999, 425120","1270, 1355, 1430, 1550, 1560, 1610, 1615, 1620, 1630, 1650, 1660, 1680, 1710, 1720, 1730, 2810, 2840, 2915, 2935, 2945, 2950, 2995, 5840, 5841, 5855, 5860, 5977, 6340, 6605, 6610, 6615, 6635, 6655, 6660, 6665, 6675, 6695, 6910, 6920, 6930, 7640, 8115, 8135, 8145",,XX,No,No,No,5/12/2016 2:46:04 PM,No,No
022725092,"Deerwood Technologies, Inc",Deerwood Technologies,DEERWOOD,MN,2185345357,Info@deertech.com,www.deertech.com,4/7/2015 8:35:40 AM,4/7/2017 8:35:40 AM,21301 ARCHIBALD RD,Crow Wing,56444,0393,Sub Chapter S Corporation (Inc. or Ltd.),2006.0,66U93,Yes,Yes,No,No,No,No,7.0,,1.0,,,,,2189635015,"518210, 541511, 541512, 541513, 541519, 541618, 541690, 541990, 611420, 811212",,,"MN, ND, SD, WI",Yes,No,No,9/23/2015 6:52:16 AM,No,No
827020889,"Def-Logix, Inc.",,San Antonio,TX,2104781369,info@def-logix.com,www.def-logix.com,1/29/2016 12:00:00 AM,1/29/2018 12:00:00 AM,307 E Ramsey Rd,Bexar,78216,4636,C Corporation (Inc. or Ltd.),2008.0,547M4,No,No,No,No,No,No,18.0,,1.0,,,,,8666718228,"511210, 541511, 541512, 541513, 541519, 541712",,"AC95, B506, D302, D306, D311, D399, H370, H970, J070, N070",TX,No,No,No,2/1/2016 6:54:58 PM,No,No
060418089,"DEFENSE ACQUISITION, INC",,Huntsville,AL,2563279307,rich.jones@da-inc.com,www.da-inc.com,1/29/2016 12:00:00 AM,1/29/2018 12:00:00 AM,6767 Old Madison Pike<br>Suite 265,Madison,35806,,Sub Chapter S Corporation (Inc. or Ltd.),2002.0,1YG87,No,Yes,No,No,No,No,47.0,,5.0,,,,,2563279328,"541330, 541512, 541513, 541519, 541611, 541618, 561210, 561499",,"R406, R408, R425, R706","AL, DC, FL, MI, VA",No,Yes,No,1/29/2016 1:20:55 PM,No,No
831788166,"Defense Associates, LLC",,Southbridge,VA,5719317594,wltaylor@defenseassoc.com,www.defenseassoc.com,1/20/2015 10:15:22 AM,1/20/2017 10:15:22 AM,3124 Tulip Tree Place,Prince William,22026,,Limited Liability Company (LLC),2009.0,5wjm1,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"541611, 541614, 541618, 541690, 561110, 561210",,,VA,No,No,No,1/20/2015 10:15:22 AM,No,No
117786785,"Defense Civilian Medical Associates, LLC",,Washington,DC,2022611890,DCMAanesthesia@aol.com,www.defensemed.com,10/5/2015 12:00:00 AM,10/5/2017 12:00:00 AM,"1455 Pennsylvania Avenue, Ste. 400",District Of Columbia,20004,,Limited Liability Company (LLC),2002.0,3A1B1,No,Yes,No,No,No,No,2.0,,3.0,,,,,2024592213,621111,,,"DC, MD, VA",No,Yes,No,9/6/2016 2:04:46 PM,No,No
079502115,Defense Combat Military Group LLC,,Spring,TX,8325854179,dcmgjobs@dcmgone.com,www.dcmgone.com,9/15/2015 12:00:00 AM,9/15/2017 12:00:00 AM,3819 Sapling Trail Court,Harris,77388,,Limited Liability Company (LLC),2014.0,7D4G0,Yes,Yes,No,No,No,No,1.0,,1.0,,,,,,"512191, 541511, 541512, 541611, 541618",,,TX,No,No,No,9/15/2015 10:27:19 AM,No,No
833044352,"Defense Contractors Support, Inc.",,Palm Coast,FL,3867938468,dcsimahan1@aol.com,defensecontractorssupportinc.com,1/26/2015 2:31:28 PM,1/26/2017 2:31:28 PM,13 Grandview Drive,Flagler,32137,1488,Sub Chapter S Corporation (Inc. or Ltd.),2009.0,5V6U6,No,Yes,No,No,No,No,2.0,,1.0,,,,,3862466094,"332994, 332996, 332999","1005, 1080, 1290, 1670, 2510, 4720, 5640, 7230, 7240, 8140",,XX,No,No,No,7/30/2015 11:32:22 AM,No,No
827392734,DEFENSE INTEGRATION SOLUTIONS LLC,,BROCKTON,MA,5088571836,info@defense-is.com,www.defense-is.com,7/14/2016 12:00:00 AM,7/14/2018 12:00:00 AM,15 WEST ELM TR,Plymouth,02301,3628,Limited Liability Company (LLC),2008.0,54RC8,No,Yes,No,No,No,No,4.0,,3.0,980000.0,786000.0,0.0,0.0,5086137626,"511210, 517110, 517210, 518210, 541511, 541512, 541513, 541519",5810,,XX,No,Yes,No,7/14/2016 12:55:37 PM,No,No
078519495,"Defense Intelligence Business Advisors, Inc.",,Upper Marlboro,MD,3012029652,ray.rivera@dib-advisors.com,,2/26/2016 12:00:00 AM,2/26/2018 12:00:00 AM,15505 Humberside Way,Prince Georges,20774,,Sub Chapter S Corporation (Inc. or Ltd.),2012.0,,No,Yes,No,Yes,No,No,1.0,,1.0,,,,,,541618,,,MD,No,Yes,No,2/26/2016 2:56:58 PM,No,No
786629352,"Defense Investigators Group, Inc.",,Hanson,MA,7812934777,office@d-i-g.com,www.d-i-g.com,4/4/2016 12:00:00 AM,4/4/2018 12:00:00 AM,1060A Main Street,Plymouth,02341,,C Corporation (Inc. or Ltd.),1996.0,4XFC3,Yes,No,No,No,No,No,42.0,,1.0,,,,,7812934774,561611,9999,R499,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY",No,No,No,4/4/2016 1:23:47 PM,No,No
079260305,Defense Venture Holdings LLC,,Virginia Beach,VA,7574992021,phurni@defenseventureholdings.com,www.defenseventureholdings.com,6/1/2016 12:00:00 AM,6/1/2018 12:00:00 AM,2601 Performance Ct..<br>Suite 101,Virginia Beach City,23453,,Limited Liability Company (LLC),2014.0,72B58,No,Yes,No,No,No,No,5.0,,3.0,,,,,7574997471,"541611, 541614, 561210",,,"MD, VA",No,Yes,No,6/1/2016 3:02:38 PM,No,No
826189628,Defensor Security ,,Alexandria,VA,5712142416,rg@defensorsec.com,www.defensorsec.com,6/19/2015 12:00:00 AM,6/19/2017 12:00:00 AM,7686 Richmond Highway<br>Suite 117,Fairfax,22306,,Limited Liability Company (LLC),2008.0,54X87,No,Yes,No,No,No,No,112.0,,1.0,,,,,7037468861,561612,,,"DC, MD, VA",No,Yes,No,6/19/2015 9:33:20 AM,No,No
079161974,Defiant Technologies Inc.,,Herndon,VA,5713366503,robert.mariano@defianttechnologies.com,www.defianttechnologies.com,4/18/2016 12:00:00 AM,4/18/2018 12:00:00 AM,895 Ballou Street,Fairfax,20170,,Sub Chapter S Corporation (Inc. or Ltd.),2013.0,704T5,No,Yes,No,No,No,No,2.0,,1.0,,,,,,"541519, 541618, 611420",,"D302, D307, D314, R408, R415, R423",VA,No,No,No,4/18/2016 9:18:15 AM,No,No
078571293,"Defined IT, Inc.",,Fairfax,VA,7032613947,david.parker@defined-IT.com,,8/29/2016 12:00:00 AM,8/29/2018 12:00:00 AM,9714 Barlow Rd,Fairfax,22031,,Sub Chapter S Corporation (Inc. or Ltd.),2012.0,6VBF8,No,No,No,No,No,No,1.0,,1.0,,,,,5039610870,541512,,,VA,No,Yes,No,8/29/2016 1:07:18 PM,No,No
052450910,"Definitive Results, LLC",RavenTek Information Systems,Leesburg,VA,7036151450,sales@definitive-results.com,www.definitive-results.com/federal,6/9/2016 12:00:00 AM,6/9/2018 12:00:00 AM,312F East Market Street,Loudoun,20176,,Limited Liability Company (LLC),2012.0,6ZDU3,Yes,Yes,No,No,No,Yes,8.0,,1.0,261753.23,103266.4,0.0,0.0,7036213789,"541511, 541512, 541513, 541519",,,"DC, MD, VA",Yes,No,No,6/9/2016 2:46:09 PM,No,No
780578006,"DEG Technologies, LLC",,Gaithersburg,MD,7064218758,Daniel.Glover@DEGTechnologies.com,www.DEGTechnologies.com,4/13/2015 1:26:35 PM,4/13/2017 1:26:35 PM,523 Madeline Drive,Montgomery,20878,,Limited Liability Company (LLC),2006.0,4G1L6,Yes,Yes,No,No,No,No,2.0,,1.0,,,,,,"541330, 541430, 541511, 541512, 541513, 541519, 541611, 541990, 561110, 561210, 561320, 611310, 611410, 611420, 611430, 611710",,,GA,No,Yes,No,4/13/2015 1:26:35 PM,No,No
193168254,"DeJohn Electric Company, Inc.",,Darlington,MD,4433862938,dejohnelectric@zoominternet.net,,4/19/2016 12:00:00 AM,4/19/2018 12:00:00 AM,2121 Winstone ct,Harford,21034,,Sub Chapter S Corporation (Inc. or Ltd.),2005.0,,No,No,No,No,No,No,6.0,,1.0,,,,,4108030065,238210,,,MD,Yes,No,No,4/19/2016 3:19:40 PM,No,No
883907776,DekaTron Corporation,,Camp Springs,MD,3017021005,steve.silva@dekatron.com,www.dekatron.com,5/22/2015 12:00:00 AM,5/22/2017 12:00:00 AM,5895 Allentown Road,Prince Georges,20746,4570,C Corporation (Inc. or Ltd.),1991.0,00GH3,Yes,Yes,No,No,No,No,31.0,,2.0,,,,,3017021025,"325992, 424120, 541511, 541512, 541513, 541519, 541618, 541690, 541990, 811212, 811213",,,"DC, MD",No,No,No,1/29/2016 1:42:03 PM,No,No
832339159,"Del Sol Capital Partners, LLC",American Veteran Painting Co.,La Jolla,CA,6199549479,john@delsolcp.com,www.usveteranpainting.com,12/28/2015 12:00:00 AM,12/28/2017 12:00:00 AM,7752 Fay Avenue<br>Suite H,San Diego,92037,,Limited Liability Company (LLC),2008.0,6bbq6,No,Yes,No,No,No,No,2.0,,1.0,100000.0,1260000.0,25000.0,25000.0,8584596940,238320,,,CA,No,No,No,12/28/2015 12:32:11 PM,No,No
120777289,"Del-Mont Consultants, Inc",,MONTROSE,CO,9702492251,service@del-mont.com,http://www.del-mont.com,11/16/2015 12:00:00 AM,11/16/2017 12:00:00 AM,125 Colorado Ave,Montrose,81401,3674,Sub Chapter S Corporation (Inc. or Ltd.),1978.0,3LZG4,Yes,Yes,No,No,No,No,31.0,,1.0,,,,,9702492342,"213112, 237110, 237210, 237310, 237990, 541330, 541340, 541370, 561990",,"C122, C124, C212, C214, C218","AZ, CA, CO, MT, ND, NE, NM, TX, UT, WY",No,No,No,11/16/2015 10:42:37 AM,No,No
010001675,"Delcon Systems, Inc",,Bohemia,NY,6315678502,VGreco@delconsystems.com,www.delconsystems.com,10/6/2015 12:00:00 AM,10/6/2017 12:00:00 AM,1401 Church Street<br>Unit 1,Suffolk,11716,,C Corporation (Inc. or Ltd.),1970.0,,No,No,No,No,No,No,8.0,,1.0,,,,,6315675997,238210,,,NY,Yes,No,No,10/6/2015 9:45:22 AM,No,No
079941091,"DelHam Design & Fabrication, LLC",,Ringgold,GA,4237024642,hardy.delay@delhamfab.com,www.delhamfab.com,5/25/2016 12:00:00 AM,5/25/2018 12:00:00 AM,232 Cassidy Ln,Catoosa,30736,,Limited Liability Company (LLC),2015.0,7GMN7,No,Yes,No,No,No,No,6.0,,1.0,,,,,4328225078,"331210, 332313, 332420, 332439, 332710, 332996, 541330, 541712","2050, 8110, 8115, 8120, 8145",,XX,Yes,No,No,7/28/2016 3:59:13 PM,No,No
